Sqrt_NAV,Log_ONU,Nav Per Unit,Sale Price per Unit,Repurchase Price/Unit,Year,Month,Day,Weekday
71459.44627444296,16.13443922418761,502.3673,502.3673,497.3436,2022,3,25,4
71146.2460588751,16.127589658900142,501.3959,501.3959,496.3819,2022,3,24,3
71151.87946273801,16.127971979073354,501.2836,501.2836,496.2708,2022,3,23,2
71166.84198445229,16.1278199503277,501.5707,501.5707,496.555,2022,3,22,1
71089.22626375954,16.12586039515604,501.459,501.459,496.4444,2022,3,21,0
71037.8640325003,16.124904407676574,501.2135,501.2135,496.2014,2022,3,18,4
71107.86797577326,16.127109188702363,501.0958,501.0958,496.0849,2022,3,17,3
71093.7690113557,16.126748233169174,501.078,501.078,496.0672,2022,3,16,2
71035.10696901921,16.126304362111576,500.4735,500.4735,495.4688,2022,3,15,1
70973.7800206527,16.125077198142883,500.2232,500.2232,495.221,2022,3,14,0
70920.7151359178,16.12444157293531,499.7931,499.7931,494.7951,2022,3,11,4
70878.55209060073,16.124063535656504,499.3877,499.3877,494.3938,2022,3,10,3
70801.49312634586,16.123585239556956,498.5408,498.5408,493.5554,2022,3,9,2
70780.98415323143,16.123192757611157,498.4476,498.4476,493.4632,2022,3,8,1
70717.53655975299,16.12282522984663,497.7373,497.7373,492.76,2022,3,7,0
69983.33894756666,16.102774078841076,497.3286,497.3286,492.3553,2022,3,4,4
69952.84672727765,16.102123981184715,497.2184,497.2184,492.2462,2022,3,3,3
69947.43643193794,16.102192025047692,497.1077,497.1077,492.1366,2022,3,2,2
69916.41842357202,16.101529489711147,496.9961,496.9961,492.0261,2022,3,1,1
70089.45694760376,16.10622937334078,497.1173,497.1173,492.1461,2022,2,28,0
69947.33260396711,16.105436831118155,495.4958,495.4958,490.5408,2022,2,25,4
69923.87396933897,16.10498798157352,495.3858,495.3858,490.4319,2022,2,24,3
69848.48452493439,16.103420987850768,495.0934,495.0934,490.1424,2022,2,23,2
69824.4657272793,16.10305757780588,494.9328,494.9328,489.9834,2022,2,22,1
69828.39074953682,16.103398013917598,494.8199,494.8199,489.8717,2022,2,21,0
69736.14682071272,16.100779289440304,494.8075,494.8075,489.8594,2022,2,18,4
69609.17929396956,16.10053062923451,493.13,493.13,488.1987,2022,2,17,3
69617.11875946893,16.101090156695545,492.9666,492.9666,488.0369,2022,2,16,2
69572.3231635253,16.100026739967124,492.8562,492.8562,487.9277,2022,2,15,1
69624.36819663069,16.10226627077138,492.4897,492.4897,487.5648,2022,2,14,0
69540.56163858615,16.10216701716986,491.3536,491.3536,486.44,2022,2,11,4
69488.10926532683,16.10088072170175,491.2441,491.2441,486.3316,2022,2,10,3
69431.40958528784,16.0994711384523,491.1346,491.1346,486.2232,2022,2,9,2
69423.65799415931,16.099245586570003,491.1357,491.1357,486.2243,2022,2,8,1
69431.9689205196,16.099713312294565,491.0235,491.0235,486.1133,2022,2,7,0
69318.41082858147,16.099166934830514,489.6862,489.6862,484.7893,2022,2,4,4
69273.1031233624,16.098309790421578,489.4656,489.4656,484.5709,2022,2,3,3
69229.35296960387,16.098084473257018,488.9577,488.9577,484.0681,2022,2,2,2
69198.96420662668,16.097190130398893,488.9656,488.9656,484.076,2022,2,1,1
69096.30305313013,16.0957964700239,488.1958,488.1958,483.3138,2022,1,31,0
68966.91012217381,16.092683428260692,487.8855,487.8855,483.0067,2022,1,28,4
68942.35180627363,16.092184535720033,487.7814,487.7814,482.9036,2022,1,27,3
68923.8301626513,16.091858934753315,487.6781,487.6781,482.8013,2022,1,26,2
68876.48208176722,16.090533920081608,487.654,487.654,482.7775,2022,1,25,1
68782.74980959979,16.087795552464588,487.6612,487.6612,482.7846,2022,1,24,0
68687.4525231501,16.086273808291338,487.0515,487.0515,482.181,2022,1,21,4
68656.05433033564,16.08603410784194,486.723,486.723,481.8557,2022,1,20,3
68620.59749805447,16.085216806139655,486.6179,486.6179,481.7517,2022,1,19,2
68265.70011938646,16.07505871985943,486.5145,486.5145,481.6494,2022,1,18,1
68206.37127644308,16.073768524801864,486.2962,486.2962,481.4333,2022,1,17,0
68292.69025605888,16.07682926708674,486.038,486.038,481.1776,2022,1,14,4
68217.43110701253,16.075418028533374,485.6522,485.6522,480.7957,2022,1,13,3
68073.4412446587,16.071621829494553,485.4436,485.4436,480.5891,2022,1,11,1
68073.1499553238,16.07163574742142,485.4326,485.4326,480.5783,2022,1,10,0
68028.25167524151,16.070963953522348,485.1183,485.1183,480.2671,2022,1,7,4
68008.09800538463,16.070634497163237,484.9907,484.9907,480.1408,2022,1,6,3
67948.55096431417,16.069527759284526,484.6778,484.6778,479.8311,2022,1,5,2
67847.00964324073,16.068508773497122,483.723,483.723,478.8858,2022,1,4,1
67844.93618023382,16.068362139476694,483.7644,483.7644,478.9267,2022,1,3,0
67815.81763784906,16.06815537241083,483.4491,483.4491,478.6146,2021,12,31,4
67798.90923075385,16.067873687753682,483.3442,483.3442,478.5108,2021,12,30,3
67841.43567717298,16.06959044518439,483.1207,483.1207,478.2894,2021,12,29,2
67882.51983228083,16.06905083211714,483.9671,483.9671,479.1274,2021,12,28,1
67861.58409402185,16.068650193531152,483.8624,483.8624,479.0238,2021,12,27,0
67808.50727947048,16.067197095493214,483.8083,483.8083,478.9702,2021,12,24,4
67738.57773470004,16.066295249066123,483.2466,483.2466,478.4141,2021,12,23,3
67719.77296063537,16.065956229232288,483.1421,483.1421,478.3106,2021,12,22,2
67701.01296915727,16.06961530389061,481.1108,481.1108,476.2997,2021,12,21,1
67667.51212790374,16.06884008950837,481.0075,481.0075,476.1974,2021,12,20,0
67547.93143901596,16.068421322180534,479.5097,479.5097,474.7146,2021,12,17,4
67423.34145620491,16.068390526340206,477.7572,477.7572,472.9796,2021,12,16,3
67358.70251311258,16.066747030829802,477.6259,477.6259,472.8496,2021,12,15,2
67315.8448149468,16.066186835597648,477.2856,477.2856,472.5127,2021,12,14,1
67257.29996743848,16.065827668031975,476.6269,476.6269,471.8606,2021,12,13,0
67163.0205461309,16.063690234728796,476.3086,476.3086,471.5455,2021,12,10,4
67255.11764393844,16.064982865458173,476.9988,476.9988,472.2288,2021,12,8,2
67219.94455516904,16.064940817613344,476.52,476.52,471.7548,2021,12,7,1
67129.43054510443,16.063743450251927,475.807,475.807,471.0489,2021,12,6,0
67098.24203509359,16.06348294288161,475.4888,475.4888,470.7339,2021,12,3,4
67078.01133292489,16.063102969637523,475.3827,475.3827,470.6289,2021,12,2,3
67054.89780933232,16.062637141461938,475.2765,475.2765,470.5237,2021,12,1,2
67002.52928084134,16.06129912892175,475.1698,475.1698,470.4181,2021,11,30,1
66968.65660777436,16.060511443893066,475.0635,475.0635,470.3129,2021,11,29,0
66927.58259925425,16.06028822031723,474.5869,474.5869,469.841,2021,11,26,4
66909.86947446542,16.059781974412253,474.5759,474.5759,469.8301,2021,11,25,3
66901.57691856,16.05983486726134,474.4332,474.4332,469.6888,2021,11,24,2
66873.7448973063,16.059502844044793,474.1959,474.1959,469.454,2021,11,23,1
66684.61073448656,16.054056517639225,474.0925,474.0925,469.3516,2021,11,22,0
66639.2273531889,16.0536251189761,473.6517,473.6517,468.9152,2021,11,19,4
66611.5491351162,16.053480890114574,473.3266,473.3266,468.5933,2021,11,18,3
66616.91301486433,16.053867018866846,473.2201,473.2201,468.4879,2021,11,17,2
66588.88498863755,16.053762173331226,472.8715,472.8715,468.1428,2021,11,16,1
66576.82786533164,16.05313427883187,472.9972,472.9972,468.2672,2021,11,15,0
66547.81971665188,16.05293897720378,472.6774,472.6774,467.9506,2021,11,12,4
66541.02293946194,16.05296147405307,472.5702,472.5702,467.8445,2021,11,11,3
66483.60279941213,16.052766926492318,471.8468,471.8468,467.1283,2021,11,10,2
66462.44355024873,16.05235589556101,471.7403,471.7403,467.0229,2021,11,9,1
66442.49955668436,16.05198107356297,471.634,471.634,466.9177,2021,11,8,0
66397.41719600244,16.051898290173398,471.0332,471.0332,466.3229,2021,11,5,4
66403.76390860687,16.051820423685964,471.1599,471.1599,466.4483,2021,11,4,3
66266.27212383386,16.045846792350797,472.0221,472.0221,467.3019,2021,11,3,2
66239.16923105241,16.045254799053165,471.9154,471.9154,467.1962,2021,11,2,1
66234.1357050124,16.044595106590673,472.155,472.155,467.4335,2021,11,1,0
66216.17527409749,16.043911137259983,472.2219,472.2219,467.4997,2021,10,29,4
66183.39842573815,16.042369209789918,472.4825,472.4825,467.7576,2021,10,28,3
66221.47527652944,16.041974730182236,473.2129,473.2129,468.4808,2021,10,27,2
66303.2138492547,16.044670491019886,473.1047,473.1047,468.3737,2021,10,26,1
66277.62681388042,16.044349784005828,472.8913,472.8913,468.1624,2021,10,25,0
66135.31521985814,16.040729151875226,472.5706,472.5706,467.8449,2021,10,22,4
66115.38924554555,16.04014778074651,472.5605,472.5605,467.8349,2021,10,21,3
66235.31277105892,16.04370791044231,472.5909,472.5909,467.865,2021,10,20,2
66213.39528229919,16.043494668371846,472.3789,472.3789,467.6551,2021,10,18,0
66339.34799038953,16.045897174863743,473.0399,473.0399,468.3095,2021,10,15,4
66328.67208131036,16.045436032664355,473.1058,473.1058,468.3747,2021,10,13,2
66310.24124055047,16.045075260250357,473.0135,473.0135,468.2834,2021,10,12,1
66356.64803861026,16.044839096092165,473.7877,473.7877,469.0498,2021,10,11,0
66331.27706248387,16.04465732484932,473.5116,473.5116,468.7764,2021,10,8,4
66343.40333763411,16.04452598512252,473.7469,473.7469,469.0094,2021,10,7,3
66370.925794206,16.046045968610507,473.4199,473.4199,468.6857,2021,10,6,2
66338.32982009722,16.04525777189479,473.328,473.328,468.5947,2021,10,5,1
66307.18836242417,16.044513163636335,473.2359,473.2359,468.5036,2021,10,4,0
66263.00703846755,16.043763954703305,472.9597,472.9597,468.2301,2021,10,1,4
66252.13262114662,16.04363216146195,472.8668,472.8668,468.1381,2021,9,30,3
66236.25843629756,16.043347660498107,472.7747,472.7747,468.0469,2021,9,29,2
65725.02458706273,16.043076475939177,465.631,465.631,460.9747,2021,9,28,1
65739.2773271809,16.04269763490182,466.0095,466.0095,461.3494,2021,9,27,0
65721.8455632524,16.042349802216744,465.9245,465.9245,461.2652,2021,9,24,4
65692.2164323141,16.04166192016965,465.8248,465.8248,461.1665,2021,9,23,3
65678.45776203946,16.041471844592152,465.7182,465.7182,461.061,2021,9,22,2
65666.54355187275,16.04133815838478,465.6115,465.6115,460.9554,2021,9,21,1
65641.70140170043,16.040810660036126,465.5047,465.5047,460.8497,2021,9,20,0
65604.35693717301,16.04036117343737,465.1843,465.1843,460.5324,2021,9,17,4
65651.62334405753,16.04177467977371,465.1968,465.1968,460.5448,2021,9,16,3
65639.79061400182,16.041637753584137,465.0928,465.0928,460.4419,2021,9,15,2
65616.72951786,16.041157084449637,464.9895,464.9895,460.3396,2021,9,14,1
65608.10692178215,16.041109460705954,464.8895,464.8895,460.2406,2021,9,13,0
65580.4979325409,16.040938343843283,464.5778,464.5778,459.932,2021,9,10,4
65565.24463082556,16.04069744267856,464.4735,464.4735,459.8288,2021,9,9,3
65545.32187669842,16.040572898611984,464.2491,464.2491,459.6066,2021,9,8,2
65518.94525555185,16.040844869811608,463.7494,463.7494,459.1119,2021,9,7,1
65503.01594484028,16.04058270507078,463.6455,463.6455,459.009,2021,9,6,0
65458.02208996236,16.039881933911236,463.3333,463.3333,458.7,2021,9,3,4
65439.428254608094,16.039500332478163,463.2469,463.2469,458.6144,2021,9,2,3
65417.23822112945,16.039307428422497,463.0221,463.0221,458.3919,2021,9,1,2
65453.33540286545,16.04063675071091,462.9174,462.9174,458.2883,2021,8,31,1
65332.390173175205,16.03716833863744,462.8107,462.8107,458.1826,2021,8,30,0
65339.227508672004,16.036993595123604,462.9885,462.9885,458.3586,2021,8,27,4
65311.49640293047,16.03637018290404,462.884,462.884,458.2552,2021,8,26,3
65325.2305476988,16.037016936148,462.7793,462.7793,458.1515,2021,8,25,2
65305.96725231164,16.03690778942966,462.5569,462.5569,457.9313,2021,8,24,1
65242.82391635114,16.035105169866625,462.4958,462.4958,457.8709,2021,8,23,0
65230.31876106386,16.034889172335234,462.4184,462.4184,457.7942,2021,8,20,4
65220.348410829574,16.03486801386065,462.2868,462.2868,457.664,2021,8,19,3
65212.15127566334,16.03484227184095,462.1825,462.1825,457.5607,2021,8,18,2
65297.261548245646,16.034816470468947,463.4017,463.4017,458.7677,2021,8,17,1
65211.901232903794,16.03390567733708,462.6121,462.6121,457.986,2021,8,16,0
65181.85289879385,16.033850124384653,462.2115,462.2115,457.5894,2021,8,13,4
65347.50125750792,16.039160745112355,462.1032,462.1032,457.4822,2021,8,12,3
65331.08356693619,16.03901783587617,461.937,461.937,457.3177,2021,8,11,2
